id,created_at,name,suburb,address,courts,price,booking_url,lat,lng,city,state,photo_url,opening_hours,open_hour,close_hour,google_rating,google_review_count,open_hour_weekend,close_hour_weekend,min_duration,peak_start_hour,peak_end_hour,late_night_hour,late_night_price,place_id
86,2026-04-07 23:34:57.345693+00,Ingle Farm Recreation Centre,Ingle Farm,"3/58 Beovich Rd, Ingle Farm SA 5098",,$22.70/court,https://inglefarmrc.com.au/badminton/,-34.8319444,138.6491667,Ingle Farm,SA,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEG561oxUFPBv9Gw36OTR_-CTR5OuhOF9Tod0qf4OnUNyPVUz-W_Y-WyTGrQMvm5Gfj6WEgxY5puS8UpLtCrZmT9Iver0ra4zY1VQylSkuHE_fn_B7hOhiEL9YECAS7QUD82sx2KmduJcT05KuJoTAhZbq2bCTUcH1EUhYsNukrXcCdfi3z83A-YZRoNp7kHa3E4HPbUC5iQMjveH8cUUN077y4zfQ3SNiIzCVJRWbbV_C6Da8H8sM7ttt2VUFL4WieOZ7cna2YPmj7MmN7XhkzBJ9RoNe1KSh5Q57Hle253gdcsdwjyj3pPgztARal-1EFuvB8kybNenYHZozSGsZa8pE0kIrWiSVgWZSAcsZptQXAg1Z5U2HBQjnOr7DKQPCLVtSxdvlZeZfiuJ-VrFgSd2zCfhxi_mOX-ceBWtB2ZjSFhBU_1eguIT6H1uGHcOsH25CBBWIfGsOHLOaB33VWivs9pZLgn7-kVv0oabqLfGaceeWoPt-YWePkfBeCrbD48Mp4MC_7kK2_EAJrCg3iRwDu9qBobEeShYkB-PLescEg16GBEPta338sMXRctp6Lajice9qNm_w&key=AIzaSyBIStEGU6ASiYX99wWGRUvnwDKRf9tTNvA,,9,22,4.2,431,,,30,,,,,ChIJaTdwkNa1sGoR0T6m46EkQM4
87,2026-04-07 23:34:58.024538+00,UniSA Sport Mawson Lakes,Mawson Lakes,"Mawson Lakes Blvd, Adelaide SA 5095, Australia",4,$10/court,https://sport.unisa.edu.au/,-34.8182289,138.6114511,Mawson Lakes,SA,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEG03m0Ml269Dbjb76v4hnQOBcsyEb3bhHz6ONKgJ0Fow0qsWO1kRd9Zeop4_tpwEM0s5EJ5eAAo8EybnkBNEMaZpoVhW8pUxZhAFMHgLxFbuCVL0NlGQdlgeUohGUff6KSpSQUijn3gzeXW4VdpwMTT9tSSvRL4syFPohJ2L_XvzjFM1udinEQR1WHUycM6FtKjnMg2VGIoxdGtigJRZnZIcs9c0rPkbifbdJM_efpcBQu-71eZYuM5ZVuERAAYyLEEwbfPuzI843FzBIlX0Km0Hc1618NvmSZE_xYJ4MwLUnocQa2o0cZcmwqS0SfEvwHyfoqjG2O_uFFj680knajVDsCVFFKnMMtuVyIqexZbfGuK2Yo5lQKjrlwdkcuhm-IHDxtXf9LWjsLmfp6RyQ0ZTb5kjnvwtiS2xO38aX9Xsdpf1aRc5pVT0bB-6Q2V_4A7qft2Ms6DDaGrwdgQVIQxifE3Gab0qEOR92XW7TpJ3eiDg_Er_7-RSf2xbxhNATxDeSXbuADBSfKbY6VpOcmn8YY2V5nDwuSCy49d8OP3AcKyfTiipX_5tijLfTuirvi8KqWP&key=AIzaSyBIStEGU6ASiYX99wWGRUvnwDKRf9tTNvA,,8,21,4.3,71,,,30,,,,,ChIJX_bTRIy2sGoR2T4Oo8H9AMY
88,2026-04-07 23:34:58.716632+00,Marion Leisure and Fitness Centre,Morphettville,"Cnr Oaklands Rd, Morphettville SA 5043",,$10/court,https://www.ymca.org.au/,-34.9952111,138.5456255,Morphettville,SA,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEEO4T4Lu2e9z8daQy_wW09vMHS4AhMxID0gmxuYhOJS44pCUbi5DZxrQb9eNt1kquQ3ujHMfDjgdd4JJDQyKtQZS2Gwxckyf4QmHq8Oe9u-YCLNsnUc8PX0hWLxVuIpTQqv9gPSdyMD8ShQD4nA1ld4PE2I-o5unvd6mYxTG-8nGAPZ3CECzBKCahPFch27JRFqwxuF9AaKhT4YYaCiRrYwQuEyT90vqmU68XmbyR9mDybDQv6ipE1JiHmfht2iYKqg-4D-1a1mwh-Ni5Go66AvU4IHv5XjKKObp537mmzMFfYYMLTeb8zbcrJ9TkOaugazbjY5Szqekk9BTx2_QoVjGeWfc-Bd7tFmccqKjy1gq_9YRhpvIULbRtPC3R-5tBsWSB5JxLDVVAqeLFYSyt4BHBJu7A4PZZQrGYFzUYS_Yv0KbK6ugeyQ9cKa7CxSW3lltJvkEOTBaLPvDcN_cz9zFvzlghpTh9F-_Rws6a-op0F_fdUmz-QRpeHGZ5tI3t51B5XOF1XLnl1bs6piBsqsSCdKylyl3Wwe6CWJM7BXHgR8SatdrCoQ-wllV7KKa1iVwJp8NNnAv51bSYC234fzbxkv3g&key=AIzaSyBIStEGU6ASiYX99wWGRUvnwDKRf9tTNvA,,7,21,4.3,247,,,30,,,,,ChIJAUDb35HasGoR5yJgF4fGVAk
89,2026-04-07 23:34:59.443463+00,Parafield Gardens Recreation Centre,Parafield Gardens,"Cnr Kings and Martins Rds, Parafield Gardens SA 5107",,$22/court,https://www.cityofplayford.sa.gov.au/,-34.7745087,138.6169763,Parafield Gardens,SA,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGrshMU5Fu9IJgU5LKQgUNGIuVF1yfUaAb1g70r8lg1FMLUKEpvOkcEauxi8Ee_WExU3mBXgrHabNma5-nKoffhrgjwQwiFZnjX96bUf5OLIHwhmTP-Tn9tZHo9HSgonwdVnHXJLM6QFsGvRhQJAihR4guJYTGYDCcQnW0ib6MFW5NgkfyUDiU1qrevPL8_tc7c-hs0yjuqqdgLYvCaZd_EVRfKbk2bkpokAU8R-Q_VUjU_iUL1hjREonQ3a1EFgaC2uVyXNld2zxmsft5Dcb2d-q7d1kSwfxTxZeKWOsF2muWhDa7ysyVkIXTRu3CN6gdJ5tnrU6bztKtOFQxhXu4t-nXxhzXB1A6ORbrMpipMbVYFA6UZ9VYZXSN3265U-NAXKdzHtWdkR5nMuvYprxlFTQVatnGaVVxYFcbj3Ju9mA2VufcCkxB5XC9AvoafYHo3CuPRawD9aOpNKVclu43Bufa659h0CZRj971T_eangOlcWtNU9A7X4qgQhJlO6I9srHuNsClB54sVwmgMRck9SHdeFaa_tiDRZRoaUATb9ERRDmbCnfxJhGsZJ7I8JCab6S8tZpdU2xeg-6FsTW6zF5s&key=AIzaSyBIStEGU6ASiYX99wWGRUvnwDKRf9tTNvA,,9,21,4.0,290,,,30,,,,,ChIJgXtGKjSxsGoRvMUH3ILeUFs
90,2026-04-07 23:35:00.169609+00,Adelaide Hills Recreation Centre,Mount Barker,"2 Howard Lane, Mount Barker SA 5251",,$19/court,https://www.adelaidehillsrc.com.au/play/badminton,-35.0746136,138.8623595,Mount Barker,SA,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFf6suK-u9bHG77sX88--5nuFzSOM9V_Yr3JqtjOVxQeeUpV4WHG9JFKOC3fJBo3OxrJzljicwEuoNtS7oMcpK4i784H5CvyeR22akB27Xmw4wW_-hb9rNXqGkr3Uj0l0iN5o-DkZAlesY2NslVnLIiaqRP__PYTF3VrCeuY__qItk3-Lc1JCaQbX6SSOBzV2ichImrjVn4xSiM5DGAkmpF4Ta--dhpbuyLtvYDGKsk0qQklx5YOlYy2zy2USyoOD0STgb_PmxQ8WaoO6sDQwHEhfbbFbHCG0bjKd0ME71k3o97zjWDlnSLWo0yZbPzo2BFyT0_LHJxPR_ssduSHnSphcoLfNSt0rXY5E3gZrIOuD5zCCA5MD2DK1DRDTKV7lmziDcVMthG0wegZf9MLwPun9kJKUv9cRlpttDbeY7kM-OHP1o8nTJ_GN9Q9dPIxFUIRf88axGmZibhKKVcejRG2tiUgymCUerlYTBQfUOmTxSMKdglhAzkZe3t82JyCPxLzvgSqacWuW2l9BQ-8l2YXX62gOzXCA5373kkAKjfLntLlU2I19FNf176FLYzhMaYksfOGuFk-LZVcShE4dhUkr1OqQ&key=AIzaSyBIStEGU6ASiYX99wWGRUvnwDKRf9tTNvA,,9,21,4.3,117,,,30,,,,,ChIJq3U2l2kwt2oRONbvQGDgnr8
91,2026-04-07 23:35:00.931043+00,Erindale Leisure Centre,Wanniassa,"115 McBryde Crescent, Wanniassa ACT 2903",6,,https://erindaleleisurecentre.com.au/,-35.4030524,149.0956029,Wanniassa,ACT,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHjznEzmzJOygWO9mJqMvcx24_W0rdICK9EhQDdNCsvuiV4P-1tj7HymQr_-fXa27HxAokSwxQAMQfXTp9R4mn5u9SRMf9yT08u8zDBatSjr2EItvW-oHYwJeuthf8U4u0WnBQ0jMCEktZC8TAWCc990ynkslxw5wgadOqy2HkicDzNKkPz9FOlTZfsTGkavrF9UZmeHd8QAxOU0uyPdUdP79yiwf9qnfjHVCdvW4S1TvaMtw19-a5XAM-aXxq-jD6uGiORI2T3aK-Ig9vqf87dCPPDn0IlJQhJmNpjuntw0R6h0_eOfT4ZEjEE6u3-rv2wb4OXTL3woovcCWVZkAE2qqf1szMKLzLTU4OtjBxAfWbDOt_kkx2G1vQ3HtG1heGyJGUH1zVv5pCHCHw4mO7ZKPWlEu2xPrEngUHh3f5rRRB5ZVyz6zJpmI-YJxP7DhWx2orarx0g4bMgH88XWThcGzHck00VZnW9uP0cXeinb1XMF18qaRw5jecVhwEKltSUbls_qBaqPMSCrqL01M2CKeufVDRKJqEmmyLUwkcxS2a5VQlf62Ex26THbxSYMsh2zw&key=AIzaSyBIStEGU6ASiYX99wWGRUvnwDKRf9tTNvA,,5,21,4.0,250,,,30,,,,,ChIJ21nNYEW1F2sRHgvK6GKyIG8
92,2026-04-07 23:35:02.044023+00,UCFitX University of Canberra,Bruce,"Building 29, University Dr South, Bruce ACT 2617",8,,https://ucx.canberra.edu.au/,-35.238352,149.0886567,Bruce,ACT,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEE3NUsxxRZnIvegQvEcjNxVu3CvJ56G6SGCobpMOyCkagMOXACp1r3zSFdybZ_BP_wHeKHqaMsqMwErX_yshIxxlI6GSTQAwKTFC_2WEhal09ivOZo42xSlptAU6HpNQBv04dHTC60Qmq_CNKFLK0NUIVVYZJJoRt_TeWaNkAiS9zPOB6pKrdU2_fIvtzrwomgFY1PpXzBnsC3DpftAm6clnD3yDhsmNTBmW2edRX-USJZBSLWpZMk6AqJGbacUN7fy0sc6O0fxMb3pABNsvZgsZzpErdDDddLwUDTu2K4_xaK6Xej726mxkcTGIjCDIpLDJjBG58PQI-_1DR0faQONjJ14Ya9njdQ10S9RjI74dbgsuCcQknFsYPwJzVkRGi9EZ1loTfGTPuHvHEVOA511d5CsCy7tY11UHmBzLcUTy2FkyuHSCLDyZ0UnM9vuTK4cmsUnEziYdISgBvLg6gIjYJTUG6kBEy2k5ITZQCM4aH2K5N7FZ9nhrW70UALpCL6YqJ4EN8lwxVzTMW569eNl9WR4Oe8J_L6X2qYAa-1RJxM_LrS73P7OueOhz0v0hBecwFNB&key=AIzaSyBIStEGU6ASiYX99wWGRUvnwDKRf9tTNvA,,6,21,4.5,78,,,30,,,,,ChIJR4SEUj-tF2sRDjoVEVBBJZk
93,2026-04-07 23:35:02.743828+00,ANU Sport Indoor Halls,Acton,"North Road, Acton ACT 2601",4,,https://anu-sport.com.au/facilities/indoor-halls-courts,-35.2760925,149.1209717,Acton,ACT,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGEC5anFl5bDxXuXjWbG9fxl-IefDXBdqj5J6rrPK9oUBdqbiabb_RhorjjIT3KlhG-1bCEZMDN7Y3psP7hDeDwg6ps7Ed6d9S6Bvo6yIQBuz3TOqY5CGABv6Mko0HP_AUy7EUSDBD35KJBzpYoRHbOsF6LrEqHyfIIVSvWiXIni3u57HkA3fpiJLVzgUJ5Q380ZC1dVRQ0anGAxTi3Szj3rrTU4-mcO6nKI1hwT__QIqj-cVpTjdbRdNeXPKRAbSBwThigEENm3wPGsdHLFDhOsjOo_g5teGH13r1uYoduwjVDjDfdcWA3rjZtP8oT4ZR4syh-QKBu2wSPeSEnFj_mlRPGSt0XdPmqh7z5jhSgktNhXgdGHt8pMf7NoYBe_MNi1r9jEF68-x9CjQjQT9gkffu2PoBLNZr67jVXieFEmwNkQHt3ssHpVvs2EOb4D8aK49KZ-_pb-4QnLTIsaKkrcA4Hq2h_eaTT_YlZaFoiJrgvLS3dHPJcNMsnITsrp-YdRVdCFoHWKbrHO7mHY3MS-mfORCcy3-d0rgOEbpywJXwZ1rXWDkBchdYcDJ08_kAzMpeJqML_tg&key=AIzaSyBIStEGU6ASiYX99wWGRUvnwDKRf9tTNvA,,6,22,4.4,318,,,30,,,,,ChIJV2HIrERNFmsRtzmp8YJPiS8
94,2026-04-07 23:35:03.456133+00,Perth Badminton Arena Redcliffe,Redcliffe,"2/309 Great Eastern Hwy, Redcliffe WA 6104",22,,https://www.perthbadmintonarena.com/,-31.9377795,115.9344875,Redcliffe,WA,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEG0jXiKrplDc0-RYmdPK6DZQl7hPozj_8LFBDSxrEP5hI2Vbmy-_TwoXsviprf4jRDYnWTYj1gBRFOBhyqyoupu_7Upu0nu6jJJ3s95EpARlu4apBOhyRxg0R6Q98_6ZgpYKcF8YD3ko3l-IV8Pe4T2RCTa4EQb_PYSAbqkbAgrVmsFHXHCxgoP97EBU3FPi5T_fKc_IiFRqpgZTISPKmbIfte3NUR8LCDx69pz3G3CikscnIpBCvdEeageW8eApet1pnRfP0UECA19nzrELYqARJeoQpu82Et2YaqmNzmy-2vgltglcKop7Hm4iCU0Q8V7xiv5czfn8p1AJg1FawfKrtq9iCfYdwhwwH4PH0g6D1oWV5X51M1dwpsM32j2jsjc09lYv86qfMhsj0HotXKpZq9nCOH6fyHs40KX1InGVypun5EvWCCwO8_eyYFtmCh0BAqLuYa4334AQ9h7AbondstfPBAfg5bOpJCcoRq7lo5M5SNEOe4cl2xtbYhKZ4xNrzJXR6y3mcKk54tRtVld3sxmzKv1NM1ln2Gmt-MHvFnDXZt_V42fu-vn1RdjIXORlmvLqN2jLg&key=AIzaSyBIStEGU6ASiYX99wWGRUvnwDKRf9tTNvA,,9,22,4.5,258,,,30,,,,,ChIJvV0Dyx27MioRwt3PdrPBv2Y
95,2026-04-07 23:35:04.153795+00,Perth Badminton Arena Canning Vale,Canning Vale,"16B Modal Cres, Canning Vale WA 6155, Australia",6,,https://www.perthbadmintonarena.com/,-32.0691861,115.9147966,Canning Vale,WA,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFjreVjXf3_Frqhol2WJ_XJzI_dIO3swrolpnqm2XQEUn0icoaf2lewCxY8w0-NRdnguHjJzY7F9sbjqPAdr5NUlInhTU8DUl1UmpFVmyBHKbFp9kz99qVlbMxedqrBaMhj1aNeDq_2QXPdFrz3hf8Ff1GTwjJKv_7hgZ--STJquZ5tQLUmBFX9erJy9_DNqKF3m3tnv4VJVdGglSlC680zNkcVXrMJMQvNUZ_BCtPMkbt6iLkZ8UokQe414vamCjKaJ7HTiDVNBPQSMImUgk7tgpofHwx7Uy-uCXfsDXc6oRsaTszLUDFY-N-aA62u_ePjR4ph2rWRlxUg7XfKdHpy0sh1MapMng6YxrmO8I_FQ6R0vYpilhqjFEKRPyFMVoxoVG7ZgkYU_B8bz0wkniWhlzET7pWVxxn5sWSBKeg8dg5arbheoTshT5mjGgT-OvLhfK6XsE3zCdkyq7XfhMtiebvRTRB5LLD2vaIqPaxNcEtbI_7XbC9hwoQoWfQud2xpi1uv1PnKHriRPZyGeGGTd0tU44yUlcENZDKRZsR8DkZlEwvrfeCvN1Z9CebwvJ6BPQR1&key=AIzaSyBIStEGU6ASiYX99wWGRUvnwDKRf9tTNvA,,9,22,4.2,176,,,30,,,,,ChIJlenQaDW9MioRc2LgfdSS1uk
96,2026-04-07 23:35:04.832224+00,Nick Kidd Badminton Arena,Balcatta,"4-6 Halley Rd, Balcatta WA 6021",6,,https://www.nkbarena.com/,-31.8619829,115.8229518,Balcatta,WA,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGEGCCmivUhZb0z1u1IHO2EOVwT3E841TnOxD11tVvGaxWH-IdY84ERQwYe23mMLgOKzHjwQAypSerj5Zk6_cL_7xHwDUCGQIQoRDIj_sWvbAQDm642xG6a-ex7ddUnlO7thNx_qBHCGN88zzphEU_p0LVccWLtoWgsofiwsubkMvGf59tb9-6Mrakiw24Tmzk1VeuncxDl81sh-NvEcPDVQ3w3_p837q4P0me1-WSPMTgr-yr184BQRE0roC8kQdtirCDdYZbU2A0TncUohGSeV8_-IWL3gXse4FXx3QlqW6j6SgbxCerRBot8_PVKZ9ovZ1xe4lhb-pcGG0I3DhCTt5eBSBu9SwvddTGCaQxO5r9zs1g6RNVUREv532SWHBC5SFHmIb4ff447dYKxNnl6x7hCDFd8U_qJasU6ocScGSWV84g4fRJU5Fn4KqQuUyDv6kCrZEmqsPMdFW6wf0MR_7urxPbms_dT7u5rjCdFX0SLmfPK1NTrSythwG5KRDJT0o1XqCME3jm4ouxt6asHBB1Pqm6k8N2rhMAvO2L4Ng202j_z7XulteF_0KoJ7dFioi0agYSIL-L0vRg9iA1Wlpk&key=AIzaSyBIStEGU6ASiYX99wWGRUvnwDKRf9tTNvA,,12,22,4.0,164,,,30,,,,,ChIJ4ZYK5rmvMioRglmYqyQRlAE
97,2026-04-07 23:35:05.556733+00,Apex Badminton Centre,Booragoon,"17 Aldous Place, Booragoon WA 6154",7,,https://apexbadminton.yepbooking.com.au/,-32.038522,115.8250973,Booragoon,WA,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGNZ1Ff6_RmDvwmSrRcvMM05bNzNhr2gEpCtW1_blj7yjn3vTiTGL3CRJDjzWwBow1DEvY7cD4Ywa3W9ImkBC3izD854daVmtIDASOn6zERhPRYhwFv4YKZgACkUsQDD56chRf8_0ATL2h5PWpBsZ8EGYEfeHrzHLja7OGEpUeQ3mEKAjBwJALpxrBgJCviGW7WymP5trg0BKB9DuN4Z1qyQxJ2z9ySXtrwQ2r-9IBBPHYo-iUORzE62f6FHQtWIDaM5LGNc1-b2wmcoFAKSEmrqRwp9QdLX9tiAzj73mT2ujW4tn-dQoj6lso6in9M0WmIQEU8QMmCXt-KpyCVe5rEWILm2soB4uW7ioY2ARqiGYCJ23Dy0lhF9cYAVDL2WUE8Y1Qms5QLTeJSmPJhz5EGP3b8cRbpNaMM8qPJwsf3EzhCSUgRDw32pLyX3aZLaxYSVlrzdiDPSUKvEAMgwXxVfg1O4zoCcQYt_17tMyu9Mz1SOfb47L28JVQHNzllC465RTAb1-0D8z1YbYAwexS-QdBltBfCoWonY3vskE_-JauxhBwPIRrkhVfUvLGkURMC88tsh06pBrgN7q6kLoAdhDDxaw&key=AIzaSyBIStEGU6ASiYX99wWGRUvnwDKRf9tTNvA,,9,23,4.6,58,,,30,,,,,ChIJGdZbKI2jMioRL2YgzvlBhjs
98,2026-04-07 23:35:06.270366+00,Playpoint Ballajura,Malaga,"40 Oxleigh Drive, Malaga WA 6090",8,$20/court,https://playpoint.com.au/,-31.8469053,115.8864954,Malaga,WA,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEE3QW2kSj4KSf4kw0zBALPeCotK9HVfkUEzW8EXWR3rYNXK90ulOQS7Vt7D2CA9gnvJ0277v8sAQABkX_YtylI9osg2RyajCRS9bcJYKqmiurEsRDBVKtYK4NsIrn4Sipvk7zV3gtZv4K8QvbFpCg5II2_UUtKRB-JOHBv-R5xFWlIvtgQKzaf4myiRqte3uHbDBNkj5JdmaVneNPwQhbzpgBwAH5XXLjM9vpT76TYrymEw9BYuZgcAVFSNP3GvFITHVpKRY_pl8LC6-wNc73RLhZD8ejHYCw3Fue039IFjWNFWCwioyVYWjNonI_dJ3z3XTZ-1pSX81jsoaoYU-cdo7V7Amhnho7AwRXInNCVFnMqZfOV762UpxIPARGi7YqgzkE16LKB_JzClYiAv1IKcWhb_UVGNk1eplQ5ED-hLV09Y-7a9ecc4eti6YZrukQ2OLvxmWLsGTR_JZ8eR5RFRTV-bBQH309KMJNXdlRmq4qizHyR7frF963AY4XZoaipvy-ItUzWP2lXPWpNBYx0-ndGVsEkssKVzlGLAO_H0UuP0ifRWkXcVWXvDs4vRnbPtBawa&key=AIzaSyBIStEGU6ASiYX99wWGRUvnwDKRf9tTNvA,,0,24,4.2,156,,,30,,,,,ChIJFZnP47yxMioRHUTWQr1_4cM
99,2026-04-07 23:35:07.019771+00,Lords Recreation Centre,Subiaco,"5 Wembley Court, Subiaco WA 6008",4,,https://www.lords.com.au/,-31.9463509,115.8163707,Subiaco,WA,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHbA4dM9U_OU_90f4T-FQUxBGZI9ivgbcItPFPlGVMiVdRjPcCxf_DJEGWLItXYtUFH-T_rSxJUdkiZAr5D_0IMu38PJwCgFt_Cj_rzEoo8NcIg2n6Yfu7L1PUqbjUp9s1EJx7EHOplhz8-64vcecn-sUVNVJ2XIM3I-1ADMjvurw8l7Ac2BDF4Ze-J0jtLcJw6B4HqtPrCrnoFlhC06Em7vphLWoEXpf_JOELDFP3CGYaAZ_y5f-PzBoN2ranETQag-Uthbg1NF4c5BdKYN2H0N2HCsBwcnoPZX46rO8gPvtTz7tKuPyka0teBGKG8eDff5YFwelWQZpeDKis2decGx1UltlY6LLxDa05cm7RoOJnf1NWU6oKc0-tThz6F9gHafQkhDZXvCj22fkDi_buQQPd7gnsv35hMpEdZwUxocldEiRI-BFOc60Lbox3XAOSWnAajnAhfQ9Mc-beId2ry0--RFGT-w2dgI_cJg2jDhouEmGxl96jyBFgG3aQ_L8mjNpjqEFEDuLVB3uC4JdrmGcqvpkzPLd444n0um7xoKJvVZ0g0k7Gp647wFNkBEfQP0is-OJaCB95iQDx0CN90TIk&key=AIzaSyBIStEGU6ASiYX99wWGRUvnwDKRf9tTNvA,,6,22,4.1,424,,,30,,,,,ChIJF8-7fg2lMioRfUnt9QdQlZI
100,2026-04-07 23:35:07.748893+00,AH Sport Churchlands,Churchlands,"6 Lucca St, Churchlands WA 6018",8,,https://ahsport.net/,-31.9167985,115.7887333,Churchlands,WA,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGHuV6gSW6fIqIm-JXzO3_nPj6gK41QHcQnHr9JTwfD6NkZSfD7J7PiojlbZQbkuRqH-vQrOl8n-iBAcJ1f3TvO5klSMKfLZQWyVQCmvqNE3IOAlNdv1byDWsUB-tfqTpTwd3jZRGBRyw0fBYjWCXWhorDFXHI49RlanfXztie7pqdyfnNIanG8jfKl6PFit34nUR9IFe4EggcTH1InqbbTIU51lVF8LqCam_6k9PISpPMbsnZarwgTnJT9jCoK0PL6JBGn1fzalSmz1EzKswaJ9d6WHD6rCigp_PsJ8R35IYMEdMf0k-IhnlokAKDVirZYN0dwG16bgnsbbjhheahpQs20a4HZzIq8UyV7BhqypZu4NH9lJB03DRbEYFKn20K6r5N2MWyVLzWsrE8tvwDGQZT320cm9WBHJFWDF9TY8bbi6Wm_bnbdElaesI4Ak78OBa6_5JhCWe68CykOzqEDXPut-2Trk5w0PBuNaB8XkN11zKizoofh2a3hFpzC4D14rHV7tjUt7KJR54rvkL0Qsg4Y_WPgoHF5l2m1uKMQuWrD8wFwQaCVEMpLtDiCVUosVQsG&key=AIzaSyBIStEGU6ASiYX99wWGRUvnwDKRf9tTNvA,,7,22,4.8,124,,,30,,,,,ChIJqzKdOG-vMioR--5mW5EvAFc
101,2026-04-07 23:35:08.447356+00,Cannington Leisureplex,Cannington,"Cnr Wharf and Sevenoaks Sts, Cannington WA 6107",2,$22/court,https://www.canning.wa.gov.au/recreation-and-community/leisureplexes/,-32.0105171,115.9406356,Cannington,WA,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHVPWCAgFbci5Urn44pbI_LGrMIXZCsJ3EuKP0sMwNvSZGkcnv-eV4SGtGRd-Z40NlKHCtxGhppnR8PTB732kYT20SaAtKoMhlJhmC1Xx61Yj8B1O0KeGO5EniyZ4DfnJkd4uQWIiR5h-u0JoGIqORmO1HoozlZr9ugUF6e0ZTdDmMQI9YKJhmGWcXoEYg2EhY_6EEs6NbZxRU41bOsdEHvdx9Qw2IQYBaiCq3GlX9BSXjmXhTyJ2CGVuEzvahELJnWr26AyZTTwOwMIHvEY2sJbQUcz7Eh-VWPDQhKLyWSlk11qF72ddvu84K5WQkAqjmgyq-4HEueFfwNPtni_xTuCYoPS8UneiwMcwiU0K4fLaymsv-S9bDCGY6mOBRObdII10wiG-em1_3nWugkAS-ebC0bF42yDdZ8HyV6u4IUm9GghqZIvB3ZY-Rj8MgGTPKvSeNV1cTmsMUJByH4n3I_eq5ztufmTUwB0ZlN5jDtig-1sTjtzmo5ypsV3AceAucHBWb65pxjJyllZNrkTdxT1k1CqLP5NVLSWo4vOeJhpM7H7XS3ElzhrnQnxHoR-cfe1CFE1YmlhA&key=AIzaSyBIStEGU6ASiYX99wWGRUvnwDKRf9tTNvA,,6,21,4.2,1146,,,30,,,,,ChIJ-erj3iW8MioRuyHr5sLeI3I
102,2026-04-07 23:35:09.20339+00,Sams Badminton Arena Nundah,Nundah,"137 Bage St, Nundah QLD 4012",6,,https://www.samsbadminton.com.au/,-27.4081592,153.0570373,Nundah,QLD,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHH9CLgYvo4PvFFvPt0Tu0Ps_hMjLvgLx3SsyOxaUbThaGScItpNVUZQslKH-5_vcYDjsxEJb8OepXFKUY4w2Z8AtJqhIhw-t5D3Mo96SvBAvcF-W4iL_uJdafow8iO25ZyBNjFmn1OVK_meySROfZ7CXQ7E3HarM7tin1SbIljK4HPMXh3wjnbIRkBludB-ko2eRyVwGX7vaoezvexHIlzikGXJ4Ic_NAWD11SZxEV2w811VLniM4yrgIHYoZcSWvKj0_-H0WLAMAqbfTN2QSmjU5NFDFF_FPHgr0g7H_TaxRQZa2Q5hNzJ7JIzC_zg_if8aogdGYjtwN76rUxqcMk1EdXz5dN-peXL77KU07HBKr3hiy1hZYCtLw_z5SNMYgTbKKANRSbpKwlzEh5tlucYMQgsCS0d_9po6efiX5DLng9z1GulVWdErhWT_97oS8GWBL-_WfR1R7e2d-bSSQrDsRI80IZL3hxVtNYRftF13IJSMrpOuiRIzna9aeaTXHYVzGfi434egEF7_-6ZYeLNA210pns43vjwck3Y0U4waT-ayJEeTILkmK6CBaVxmTC8TJaTtmyNA&key=AIzaSyBIStEGU6ASiYX99wWGRUvnwDKRf9tTNvA,,8,23,4.6,127,,,30,,,,,ChIJsTmAKHdZkWsRIGEDH2pLEdc
